time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
283.49998036,0.03309433,7929,0.03309433
283.59981660,0.01518841,7973,0.02414137
283.69967038,0.01772591,8123,0.02200288
283.79949854,0.00994975,8120,0.01898960
283.89934222,0.01189294,8107,0.01757027
283.99997490,0.01404096,8003,0.01698205
284.09980626,0.01362074,7724,0.01650186
284.19962898,0.01018503,8047,0.01571226
284.29945524,0.02853874,7799,0.01713742
284.39930178,0.01690939,7766,0.01711462
284.49994484,0.01030270,7836,0.01649535
284.59978904,0.02083940,7911,0.01685736
284.69961452,0.01056673,7884,0.01637346
284.79945824,0.00991302,7842,0.01591200
284.89930902,0.00660425,7966,0.01529149
284.99995604,0.03821424,8002,0.01672416
285.09978042,0.01448381,8099,0.01659237
285.19961436,0.01548401,8042,0.01653080
285.29945288,0.01812777,7734,0.01661485
285.39929002,0.01636155,8045,0.01660218
285.49993094,0.01797750,7893,0.01666767
285.59977414,0.01473920,7788,0.01658002
285.69961674,0.01112232,7838,0.01634272
285.79945598,0.01433999,7841,0.01625928
285.89928618,0.03064558,7990,0.01683473
285.99992332,0.01056286,7871,0.01659350
286.09976830,0.00736386,7976,0.01625167
286.19960682,0.00870771,7803,0.01598224
286.29943800,0.01089674,8004,0.01580688
286.39928508,0.03015675,8145,0.01628521
286.49990062,0.03371646,7665,0.01684750
286.59973814,0.01557168,8162,0.01680763
286.69957372,0.01242238,7928,0.01667475
286.79940520,0.01155062,7969,0.01652404
286.89966140,0.01444076,7801,0.01646452
286.99950466,0.01800800,7880,0.01650739
287.09933638,0.01745699,7848,0.01653306
287.19997356,0.01063785,7899,0.01637792
287.29982436,0.01218074,7913,0.01627030
287.39965942,0.01344969,7739,0.01619978
287.49949732,0.01333903,7796,0.01613001
287.59932696,0.01599238,8053,0.01612673
287.69996078,0.01748988,7493,0.01615843
287.79980272,0.01392165,7963,0.01610760
287.89963386,0.01459144,7831,0.01607390
287.99948054,0.01161944,8010,0.01597707
288.09931472,0.00810351,7947,0.01580955
288.19996044,0.00951304,7851,0.01567837
288.29979668,0.01284524,7929,0.01562055
288.39963064,0.01506632,7867,0.01560947
288.49947828,0.01499776,8008,0.01559747
288.59931728,0.00718340,7726,0.01543566
288.69995152,0.00885667,7825,0.01531153
288.79978958,0.00734171,7873,0.01516394
288.89962116,0.00808031,7783,0.01503515
288.99946382,0.00903763,7935,0.01492805
289.09930134,0.00802958,7694,0.01480702
289.19994564,0.01817222,8007,0.01486504
289.29978358,0.01936028,8027,0.01494123
289.39961716,0.01307798,7953,0.01491018
289.49945034,0.00757143,7901,0.01478987
289.59929478,0.01467087,7903,0.01478795
289.69994386,0.02178240,7984,0.01489898
289.79979546,0.01496375,7752,0.01489999
289.89964256,0.01496505,7871,0.01490099
289.99949566,0.00856873,7739,0.01480505
290.09935402,0.00827743,7705,0.01470762
290.19998186,0.00898701,7907,0.01462349
290.29982030,0.02304548,7666,0.01474555
290.39966726,0.02500192,7793,0.01489207
290.49948890,0.01718382,7916,0.01492435
290.59932720,0.01525067,8029,0.01492888
290.69996892,0.01335889,7825,0.01490737
290.79981106,0.02994191,7861,0.01511054
290.89965736,0.01379007,7904,0.01509294
290.99947966,0.01013895,7820,0.01502775
291.09931912,0.02382994,7845,0.01514207
291.19995434,0.02388328,7670,0.01525413
291.29978442,0.01751822,7659,0.01528279
291.39962260,0.01763554,7878,0.01531220
291.49946370,0.01534812,7733,0.01531265
291.59930504,0.00994458,7752,0.01524718
291.69994598,0.01003507,7674,0.01518438
291.79978422,0.01084487,7987,0.01513272
291.89963186,0.02792525,7948,0.01528322
291.99948036,0.00992047,7917,0.01522087
292.09932180,0.00978275,7734,0.01515836
292.19995288,0.01009813,7717,0.01510086
292.29979518,0.01004904,8027,0.01504410
292.39962294,0.01537378,7639,0.01504776
292.49947924,0.01445645,7801,0.01504126
292.59932282,0.01674853,7796,0.01505982
292.69995150,0.01578181,7846,0.01506758
292.79979156,0.01601592,7753,0.01507767
292.89964920,0.00975945,7712,0.01502169
292.99949302,0.01311452,7790,0.01500182
293.09933216,0.01688254,7807,0.01502121
293.19997862,0.03035925,8063,0.01517772
293.29982096,0.01334878,7777,0.01515925
293.39965422,0.00890036,7726,0.01509666
293.49949378,0.00701372,7862,0.01501663
293.59933308,0.01268790,7745,0.01499380
293.69997008,0.02960472,7948,0.01513565
293.79979654,0.01852084,7715,0.01516820
293.89961964,0.01244604,7791,0.01514228
293.99946262,0.01430818,7896,0.01513441
294.09930622,0.01340932,7711,0.01511829
294.19995418,0.01075945,7832,0.01507793
294.29979222,0.01042519,7658,0.01503524
294.39962660,0.03045345,7952,0.01517541
294.49946396,0.01356550,7773,0.01516090
294.59928978,0.01035234,7819,0.01511797
294.69993514,0.00974408,7729,0.01507041
294.79979030,0.02055982,7481,0.01511856
294.89964220,0.01699273,7862,0.01513486
294.99949810,0.01815117,7498,0.01516086
295.09933458,0.01516220,7672,0.01516088
295.19996818,0.03190331,7678,0.01530276
295.29982070,0.01429781,7826,0.01529432
295.39964558,0.00897547,7677,0.01524166
295.49946808,0.00655743,7593,0.01516989
295.59931158,0.01463732,7696,0.01516552
